date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:18:46	30475/30475	---M--	200	added ('OK')	image/jpeg	etag:%225be7783d-770b%22	https://colorlib.com/preview/theme/edusmart/img/instructors/ins4.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/instructors/ins4.jpg	(from https://colorlib.com/preview/theme/edusmart/about-us.html)
00:18:47	161820/161820	---M--	200	added ('OK')	image/jpeg	etag:%225be7781e-2781c%22	https://colorlib.com/preview/theme/edusmart/img/courses/course-details.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/courses/course-details.jpg	(from https://colorlib.com/preview/theme/edusmart/course-details.html)
00:18:47	2459/2459	---M--	200	added ('OK')	image/jpeg	etag:%225be77250-99b%22	https://colorlib.com/preview/theme/edusmart/img/blog/c1.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/blog/c1.jpg	(from https://colorlib.com/preview/theme/edusmart/course-details.html)
00:18:47	2063/2063	---M--	200	added ('OK')	image/jpeg	etag:%225be77252-80f%22	https://colorlib.com/preview/theme/edusmart/img/blog/c2.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/blog/c2.jpg	(from https://colorlib.com/preview/theme/edusmart/course-details.html)
00:18:48	2404/2404	---M--	200	added ('OK')	image/jpeg	etag:%225be77255-964%22	https://colorlib.com/preview/theme/edusmart/img/blog/c3.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/blog/c3.jpg	(from https://colorlib.com/preview/theme/edusmart/course-details.html)
00:18:49	14520/14520	---M--	200	added ('OK')	image/jpeg	etag:%225be77810-38b8%22	https://colorlib.com/preview/theme/edusmart/img/elements/d.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/d.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:49	1879/1879	---M--	200	added ('OK')	image/jpeg	etag:%225be77814-757%22	https://colorlib.com/preview/theme/edusmart/img/elements/f1.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/f1.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:50	1957/1957	---M--	200	added ('OK')	image/jpeg	etag:%225be77815-7a5%22	https://colorlib.com/preview/theme/edusmart/img/elements/f2.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/f2.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:50	2423/2423	---M--	200	added ('OK')	image/jpeg	etag:%225be77816-977%22	https://colorlib.com/preview/theme/edusmart/img/elements/f3.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/f3.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:51	1559/1559	---M--	200	added ('OK')	image/jpeg	etag:%225be77817-617%22	https://colorlib.com/preview/theme/edusmart/img/elements/f4.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/f4.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:52	1825/1825	---M--	200	added ('OK')	image/jpeg	etag:%225be77819-721%22	https://colorlib.com/preview/theme/edusmart/img/elements/f5.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/f5.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:52	1427/1427	---M--	200	added ('OK')	image/jpeg	etag:%225be7781a-593%22	https://colorlib.com/preview/theme/edusmart/img/elements/f6.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/f6.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:53	1516/1516	---M--	200	added ('OK')	image/jpeg	etag:%225be7781b-5ec%22	https://colorlib.com/preview/theme/edusmart/img/elements/f7.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/f7.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:54	1343/1343	---M--	200	added ('OK')	image/jpeg	etag:%225be7781d-53f%22	https://colorlib.com/preview/theme/edusmart/img/elements/f8.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/f8.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
00:18:55	124531/124531	---M--	200	added ('OK')	image/jpeg	etag:%225be77820-1e673%22	https://colorlib.com/preview/theme/edusmart/img/elements/g1.jpg	C:/Users/Shubhi/Desktop/Projects/Cybros-Web-Application/Cybros-Web-Application/colorlib.com/preview/theme/edusmart/img/elements/g1.jpg	(from https://colorlib.com/preview/theme/edusmart/elements.html)
